Structure_ID,Latitude,Longitude,HWB_Class,Year_Built,Design_Era,Num_Spans,Sa_1s_g,PGA_g,Observed_DS,Obs_DR,Obs_Repair_Category,Obs_Repair_Action,Obs_Priority,RF_DS,RF_DR,RF_P_None,RF_P_Slight,RF_P_Moderate,RF_P_Extensive,RF_P_Complete,RF_Repair_Category,RF_Repair_Action,RF_Priority,MLP_DS,MLP_DR,MLP_P_None,MLP_P_Slight,MLP_P_Moderate,MLP_P_Extensive,MLP_P_Complete,MLP_Repair_Category,MLP_Repair_Action,MLP_Priority,RF_Correct,MLP_Correct,Obs_Color,RF_Color,MLP_Color,Is_Damaged_Obs,Is_Damaged_RF,Is_Damaged_MLP
53 1571,34.035,-118.33,HWB3,1962,conventional,244,0.2858,0.2953,slight,0.03,Needs Repair,Schedule inspection,1,slight,0.03,0.33931719201274696,0.5964762830793618,0.06374278781800209,0.0003118297657597039,0.00015190732412974855,Needs Repair,Schedule inspection,1,none,0.0,0.7956202174421947,0.07424877972476893,0.13012014885392387,6.629598220654641e-06,4.22438089205762e-06,Safe,No action needed,0,1,0,blue,blue,green,1,1,0
53 1572,34.035,-118.3366667,HWB5,1962,conventional,195,0.2858,0.2953,slight,0.03,Needs Repair,Schedule inspection,1,slight,0.03,0.13729379496180974,0.8109456103022581,0.05130822953263415,0.0,0.00045236520329827246,Needs Repair,Schedule inspection,1,slight,0.03,0.1788370168860434,0.8138249135631236,0.007338028917643491,1.1773661633224422e-09,3.945582340923007e-08,Needs Repair,Schedule inspection,1,1,1,blue,blue,blue,1,1,1
53 1573,33.81333333,-118.1683333,HWB5,1964,conventional,67,0.0977,0.0952,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999998499,1.4982531297525833e-13,1.5165929663862962e-16,9.32613840654611e-33,1.1616210224640527e-26,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1574,33.81333333,-118.1683333,HWB5,1964,conventional,85,0.0977,0.0952,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999998648,1.3511090729736458e-13,2.398542025321118e-16,4.3847635310227913e-32,4.32409059715849e-26,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1577,33.80166667,-118.1266667,HWB28,1964,conventional,67,0.1254,0.1127,none,0.0,Safe,No action needed,0,none,0.0,0.9958412787436904,0.00415872125630959,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999999816,1.8458679637649705e-14,1.9787798309832507e-17,2.749887079036294e-31,1.1054061210597913e-25,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1579,34.03666667,-118.37,HWB7,1964,conventional,415,0.42,0.3558,slight,0.03,Needs Repair,Schedule inspection,1,slight,0.03,0.09462025219028995,0.5257568704191181,0.22495475348700697,0.10448036344783905,0.05018776045574601,Needs Repair,Schedule inspection,1,none,0.0,0.5342365862574531,0.038658467065649536,0.426508575873983,3.6846609552596346e-06,0.0005926861419591467,Safe,No action needed,0,1,0,blue,blue,green,1,1,0
53 1580,34.035,-118.3683333,HWB5,1964,conventional,415,0.42,0.3558,complete,1.0,Needs Replacement,Close bridge — replace,4,complete,1.0,0.09984390323625712,0.17574358812900404,0.2560434408634975,0.18151252298483242,0.2868565447864089,Needs Replacement,Close bridge — replace,4,complete,1.0,0.025837001501030174,5.577253297056721e-06,0.06006713075992629,0.18990457852288323,0.7241857119628633,Needs Replacement,Close bridge — replace,4,1,1,darkred,darkred,darkred,1,1,1
53 1582,34.035,-118.3616667,HWB7,1964,conventional,411,0.42,0.3558,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.08908999932720364,0.3403760514405593,0.4693791082611451,0.045505869032546185,0.05564897193854576,Needs Repair,Plan repair — 6 months,2,none,0.0,0.4771552953234614,0.07433390794302473,0.4472771842503568,2.8925128979903674e-06,0.0012307199702590046,Safe,No action needed,0,1,0,orange,orange,green,1,1,0
53 1584,34.035,-118.355,HWB8,1964,conventional,427,0.3795,0.3378,none,0.0,Safe,No action needed,0,slight,0.03,0.35517726744583134,0.5810694437781724,0.056311469976206945,0.001221485722450238,0.006220333077339178,Needs Repair,Schedule inspection,1,none,0.0,0.9979825954778181,0.0012274636811271875,0.0007899245634035298,3.393038796677975e-11,1.624372074724219e-08,Safe,No action needed,0,0,1,green,blue,green,0,1,0
53 1586,34.035,-118.3483333,HWB4,1964,conventional,585,0.3795,0.3378,slight,0.03,Needs Repair,Schedule inspection,1,slight,0.03,0.18646898976169318,0.6958962597201496,0.09483929246842171,0.012128836993412889,0.01066662105632261,Needs Repair,Schedule inspection,1,slight,0.03,0.02534377335990087,0.9707304253750743,0.003924869273202193,6.311453054638291e-09,9.256803696851827e-07,Needs Repair,Schedule inspection,1,1,1,blue,blue,blue,1,1,1
53 1587,34.035,-118.3433333,HWB7,1964,conventional,506,0.3795,0.3378,slight,0.03,Needs Repair,Schedule inspection,1,slight,0.03,0.17996366245232928,0.7801586832622327,0.03807641006936343,0.0010043108989139348,0.0007969333171610243,Needs Repair,Schedule inspection,1,slight,0.03,0.015868106488010722,0.9772822593624356,0.006838285335769701,6.1632001075380725e-09,1.1342650583677611e-05,Needs Repair,Schedule inspection,1,1,1,blue,blue,blue,1,1,1
53 1592,34.01166667,-118.4916667,HWB5,1965,conventional,168,0.3247,0.4947,none,0.0,Safe,No action needed,0,none,0.0,0.7033231968838579,0.08929789094886513,0.11438829265405084,0.012465022223400967,0.0805255972898252,Safe,No action needed,0,none,0.0,0.9997324820921967,8.225855933355305e-05,0.00018525933777480371,8.584405388174551e-15,1.0686414737407092e-11,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1594,34.015,-118.485,HWB5,1965,conventional,259,0.3748,0.5045,none,0.0,Safe,No action needed,0,none,0.0,0.5513643155385817,0.07735296531029073,0.17812794447606112,0.023810914196522672,0.16934386047854363,Safe,No action needed,0,none,0.0,0.9978159641415381,2.568559394037058e-06,0.002181464504849623,4.996208916900752e-12,2.789222169895741e-09,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1595,34.01833333,-118.4816667,HWB5,1965,conventional,183,0.3748,0.5045,none,0.0,Safe,No action needed,0,none,0.0,0.6313946832391854,0.11129553401061777,0.1419822254705858,0.012166184197721476,0.1031613730818895,Safe,No action needed,0,none,0.0,0.9992263588058773,9.144889092030645e-05,0.0006821917187356114,2.296830920905398e-13,5.842372282381884e-10,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1596,34.02,-118.4783333,HWB3,1965,conventional,183,0.3748,0.5045,slight,0.03,Needs Repair,Schedule inspection,1,none,0.0,0.599844429346846,0.13861861115285584,0.13821998997731622,0.02116032241721025,0.10215664710577134,Safe,No action needed,0,none,0.0,0.9834611428860881,0.0009535612812568168,0.015585292443825534,6.879495850455826e-12,3.3819498253640457e-09,Safe,No action needed,0,0,0,blue,green,green,1,0,0
53 1597,34.02166667,-118.475,HWB3,1965,conventional,183,0.3748,0.5045,none,0.0,Safe,No action needed,0,none,0.0,0.5720559458747854,0.14178139304038098,0.14192150670953918,0.02589534442496779,0.11834580995032623,Safe,No action needed,0,none,0.0,0.9787062355429972,0.0012714430397316498,0.020022315819321373,1.1512334116988951e-11,5.58643747671761e-09,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1598,34.02166667,-118.4716667,HWB3,1965,conventional,183,0.3399,0.4474,none,0.0,Safe,No action needed,0,none,0.0,0.5445317608558279,0.14069397113592252,0.165816692019119,0.029692604780706934,0.11926497120842322,Safe,No action needed,0,none,0.0,0.9454595281910012,0.004109324354702271,0.05043114512742789,6.096165407202351e-11,2.2659069038958415e-09,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1599,34.02333333,-118.4666667,HWB3,1963,conventional,213,0.3399,0.4474,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.2548499085569886,0.06707735235238711,0.6554657992549994,0.013139190951659285,0.009467748883965984,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.46683796229644164,0.004978391978707709,0.5281836415208813,1.1493522827465922e-09,3.0546170121297478e-09,Needs Repair,Plan repair — 6 months,2,1,1,orange,orange,orange,1,1,1
53 1600,34.025,-118.46,HWB3,1965,conventional,415,0.3399,0.4474,none,0.0,Safe,No action needed,0,none,0.0,0.44233564276166953,0.05521591547289117,0.2522082193134628,0.04472696527793814,0.20551325717403807,Safe,No action needed,0,none,0.0,0.9908239673445968,2.907486802674243e-07,0.0091757375425173,3.868418756636544e-09,4.957868373663585e-10,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1603,34.02666667,-118.45,HWB3,1965,conventional,454,0.4484,0.434,moderate,0.08,Needs Repair,Plan repair — 6 months,2,complete,1.0,0.2760441225139627,0.10519317543795598,0.19269338400414987,0.07327065726954365,0.3527986607743876,Needs Replacement,Close bridge — replace,4,none,0.0,0.9913983002364191,2.0094179371186932e-07,0.008601483068918274,8.595788814972282e-10,1.4893290166718727e-08,Safe,No action needed,0,0,0,orange,darkred,green,1,1,0
53 1604,34.02833333,-118.4466667,HWB5,1963,conventional,494,0.4484,0.434,none,0.0,Safe,No action needed,0,none,0.0,0.5459638852516581,0.28997665770249886,0.14221610891143338,0.014488735249324442,0.007354612885085092,Safe,No action needed,0,none,0.0,0.9886460995938211,9.334638902002502e-06,0.011344407594811652,8.248597496043822e-10,1.5734760567510758e-07,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1605,34.03,-118.4416667,HWB10,1963,conventional,427,0.4484,0.434,none,0.0,Safe,No action needed,0,moderate,0.08,0.41511423714883483,0.054623149521919864,0.5035282269162508,0.02362640020764373,0.0031079862053506203,Needs Repair,Plan repair — 6 months,2,none,0.0,0.8198493987776722,2.565729553101973e-10,0.18015060096575417,6.171810807346934e-16,1.907262071629659e-16,Safe,No action needed,0,0,1,green,orange,green,0,1,0
53 1608,34.03666667,-118.3766667,HWB5,1964,conventional,488,0.4242,0.3592,none,0.0,Safe,No action needed,0,none,0.0,0.37061887371515234,0.181968482875648,0.1426420602062748,0.18225024716355556,0.12252033603936914,Safe,No action needed,0,none,0.0,0.7053417908189061,0.02166132238684202,0.22780415345251565,0.001192125066007359,0.044000608275728936,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1609,34.03666667,-118.3716667,HWB5,1964,conventional,415,0.42,0.3558,extensive,0.25,Needs Closure,Close bridge — repair now,3,extensive,0.25,0.08627173889672647,0.1249410383866505,0.24347920206006304,0.3586494876262903,0.18665853303026975,Needs Closure,Close bridge — repair now,3,complete,1.0,0.047079340252802346,7.297135809030681e-06,0.09116625052108614,0.2984818814743516,0.5632652306159508,Needs Replacement,Close bridge — replace,4,1,0,red,red,darkred,1,1,1
53 1610,34.03666667,-118.37,HWB5,1964,conventional,85,0.42,0.3558,none,0.0,Safe,No action needed,0,none,0.0,0.4420863047574371,0.2549305629144199,0.1383496189194847,0.10487274072730969,0.05976077268134841,Safe,No action needed,0,none,0.0,0.8717270801069591,0.12793424744851972,0.00033867233794130817,8.445417189026704e-14,1.0649554732657292e-10,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1611,34.03666667,-118.38,HWB3,1964,conventional,85,0.4242,0.3592,none,0.0,Safe,No action needed,0,none,0.0,0.47363376161231735,0.1460464330955796,0.21326247058145625,0.12398314956618968,0.04307418514445713,Safe,No action needed,0,none,0.0,0.8919342712034511,0.10706555961220741,0.0010001676261852531,1.528832301671955e-12,1.5566273769849012e-09,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1612,34.03666667,-118.37,HWB3,1964,conventional,85,0.42,0.3558,none,0.0,Safe,No action needed,0,none,0.0,0.5649015730545548,0.18776991457231978,0.13568710913912477,0.0773194260200283,0.03432197721397208,Safe,No action needed,0,none,0.0,0.9140925939698585,0.08538118248982741,0.0005262225042687967,1.023749005536012e-12,1.0350215438680362e-09,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1615,34.03166667,-118.4183333,HWB5,1963,conventional,195,0.3638,0.3723,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.2010359682461018,0.11404351124548931,0.6631093495697676,0.016373870737287723,0.005437300201353651,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.30698324779328223,0.041673270132302924,0.651343000303953,3.88612280563721e-08,4.429092339181002e-07,Needs Repair,Plan repair — 6 months,2,1,1,orange,orange,orange,1,1,1
53 1616,34.03166667,-118.4166667,HWB5,1964,conventional,232,0.3638,0.3723,none,0.0,Safe,No action needed,0,moderate,0.08,0.30959467088236337,0.08337179144663642,0.4734112217416906,0.08719480582681469,0.04642751010249491,Needs Repair,Plan repair — 6 months,2,none,0.0,0.5960939391833838,0.004219987330678547,0.39968351122760726,1.971319997865729e-07,2.3651263304022738e-06,Safe,No action needed,0,0,1,green,orange,green,0,1,0
53 1617,34.03333333,-118.42,HWB3,1963,conventional,427,0.3638,0.3723,none,0.0,Safe,No action needed,0,none,0.0,0.501688407539364,0.049015390072627875,0.41743792665301827,0.026493218535809507,0.005365057199180461,Safe,No action needed,0,none,0.0,0.9940246794480473,1.7445347889526986e-06,0.005971388306302288,2.184302723437889e-06,3.4081380173219925e-09,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1620,34.03,-118.44,HWB8,1963,conventional,427,0.443,0.4105,none,0.0,Safe,No action needed,0,none,0.0,0.4610926222799639,0.12859257392224227,0.3720614497888927,0.03535667023384734,0.002896683775053859,Safe,No action needed,0,none,0.0,0.988154391354263,2.9429534204289845e-06,0.011842657165058201,2.319454186695887e-09,6.207804353456476e-09,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1621,34.41666667,-118.4366667,HWB6,1963,conventional,155,0.6174,0.5005,none,0.0,Safe,No action needed,0,none,0.0,0.5849338204926277,0.21626536631553084,0.13376556102497975,0.06503525216686167,0.0,Safe,No action needed,0,none,0.0,0.9990680112794939,0.0003492006090391391,0.0005824899408560192,2.9817061084998863e-07,2.9015150862775224e-17,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1623,34.03166667,-118.43,HWB5,1963,conventional,460,0.443,0.4105,none,0.0,Safe,No action needed,0,slight,0.03,0.38489089050460296,0.4211772202452512,0.1606666887801554,0.02058776967584176,0.012677430794148663,Needs Repair,Schedule inspection,1,none,0.0,0.9562369335206703,7.316169211501475e-06,0.043745421545085206,7.854775620927776e-07,9.543287470882981e-06,Safe,No action needed,0,0,1,green,blue,green,0,1,0
53 1625,34.42333333,-118.5816667,HWB4,1964,conventional,201,1.014,0.6653,none,0.0,Safe,No action needed,0,extensive,0.25,0.4221951506889175,0.04067702504605371,0.04213743130471153,0.49222811439070485,0.0027622785696123707,Needs Closure,Close bridge — repair now,3,none,0.0,0.9076145711834018,2.5221274888136115e-07,0.028103454822611305,0.06428172178123456,3.354412564088524e-15,Safe,No action needed,0,0,1,green,red,green,0,1,0
53 1626,34.44333333,-118.605,HWB5,1964,conventional,94,0.7032,0.5892,none,0.0,Safe,No action needed,0,moderate,0.08,0.30308538008542646,0.003927356745836579,0.67275507851215,0.020232184656587267,0.0,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.08825636739166129,2.938078703263931e-07,0.9117299254486846,1.3413351783840544e-05,9.546810013575272e-19,Needs Repair,Plan repair — 6 months,2,0,0,green,orange,orange,0,1,1
53 1627,34.03166667,-118.435,HWB1,1963,conventional,85,0.443,0.4105,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.03769597834892048,0.028039897467998127,0.9318369743848461,0.0021516119140987853,0.00027553788413659837,Needs Repair,Plan repair — 6 months,2,moderate,0.08,3.7508746169414155e-06,3.28693233878365e-05,0.9999633798019595,2.8355582336356484e-14,7.387119829145583e-15,Needs Repair,Plan repair — 6 months,2,1,1,orange,orange,orange,1,1,1
53 1628,34.03166667,-118.4333333,HWB5,1963,conventional,341,0.443,0.4105,none,0.0,Safe,No action needed,0,moderate,0.08,0.2387249250541344,0.1344380162459874,0.5057463248489424,0.09413975712131938,0.02695097672961648,Needs Repair,Plan repair — 6 months,2,none,0.0,0.9096115628667635,8.542619675046657e-07,0.09036162458454994,4.020782063580524e-06,2.193750465537304e-05,Safe,No action needed,0,0,1,green,orange,green,0,1,0
53 1629,34.03166667,-118.4316667,HWB1,1963,conventional,110,0.443,0.4105,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.039681986140321916,0.02393107509686302,0.933161112108833,0.002950288769845449,0.00027553788413659837,Needs Repair,Plan repair — 6 months,2,moderate,0.08,3.132776843139707e-06,6.266739212718348e-06,0.9999906004838857,5.052748208889555e-14,8.045046579256216e-15,Needs Repair,Plan repair — 6 months,2,1,1,orange,orange,orange,1,1,1
53 1630,34.03166667,-118.4333333,HWB1,1963,conventional,85,0.443,0.4105,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.03382035281611255,0.028039897467998127,0.935712599917654,0.0021516119140987853,0.00027553788413659837,Needs Repair,Plan repair — 6 months,2,moderate,0.08,4.048458939068408e-06,3.5201623442229635e-05,0.9999607499175782,3.164822188739721e-14,8.669333663789944e-15,Needs Repair,Plan repair — 6 months,2,1,1,orange,orange,orange,1,1,1
53 1634,34.03333333,-118.4233333,HWB5,1964,conventional,427,0.3638,0.3723,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.20166883231511748,0.040863728903717755,0.6281415877587349,0.08052034372379836,0.04880550729863123,Needs Repair,Plan repair — 6 months,2,none,0.0,0.780242464253213,2.2557687304346816e-06,0.2194529051585003,0.00029002063731075706,1.2354182245644915e-05,Safe,No action needed,0,1,0,orange,orange,green,1,1,0
53 1635,34.06833333,-118.2383333,HWB1,1962,conventional,85,0.2471,0.2596,none,0.0,Safe,No action needed,0,none,0.0,0.6151904613464848,0.3464945429896346,0.03823857521226333,0.0,7.642045161755763e-05,Safe,No action needed,0,none,0.0,0.9987013581481892,0.0011642940331979407,0.00013434781829414292,3.0072165936551095e-13,1.7901817616800288e-14,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1637,34.03166667,-118.4283333,HWB1,1964,conventional,85,0.443,0.4105,moderate,0.08,Needs Repair,Plan repair — 6 months,2,moderate,0.08,0.06492342926535404,0.07020590397722472,0.7924309647501236,0.05675208996925894,0.015687612038038378,Needs Repair,Plan repair — 6 months,2,moderate,0.08,6.406845923385876e-06,0.00012777272766690723,0.9998658204262191,1.2242904107653844e-13,6.830426715550916e-14,Needs Repair,Plan repair — 6 months,2,1,1,orange,orange,orange,1,1,1
53 1638,34.03166667,-118.43,HWB5,1963,conventional,85,0.443,0.4105,slight,0.03,Needs Repair,Schedule inspection,1,moderate,0.08,0.1523953528387609,0.34326731173276687,0.4880575931717346,0.012961515690710341,0.0033182265660274927,Needs Repair,Plan repair — 6 months,2,slight,0.03,0.40028873587690955,0.5959508325394227,0.003760431015382943,5.479821007293327e-13,5.677367461914799e-10,Needs Repair,Schedule inspection,1,0,1,blue,orange,blue,1,1,1
53 1639,34.44333333,-118.6066667,HWB5,1964,conventional,113,0.7032,0.5892,none,0.0,Safe,No action needed,0,none,0.0,0.6487826339781239,0.039179974116331735,0.1925559626872235,0.1194814292183209,0.0,Safe,No action needed,0,moderate,0.08,0.1743487404685876,8.671912757469771e-07,0.8256036875968717,4.670474326484354e-05,2.0265688122522815e-18,Needs Repair,Plan repair — 6 months,2,1,0,green,green,orange,0,0,1
53 1640,34.03166667,-118.4266667,HWB4,1964,conventional,506,0.443,0.4105,none,0.0,Safe,No action needed,0,none,0.0,0.30181752220629915,0.26003447723040357,0.26592366038655324,0.09166429415980425,0.08056004601693986,Safe,No action needed,0,none,0.0,0.9769852676064531,0.0002720441165095649,0.022741759598593387,1.7814951072157333e-08,9.108634928213285e-07,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1644,34.165,-118.465,HWB8,1966,conventional,475,0.6947,0.5255,slight,0.03,Needs Repair,Schedule inspection,1,slight,0.03,0.14174261334075353,0.735440640020514,0.05627568152358278,0.01699111887636089,0.0495499462387886,Needs Repair,Schedule inspection,1,slight,0.03,0.4399144412719252,0.5360935048711026,0.023991873175766745,2.339730899465672e-09,1.7834147470885656e-07,Needs Repair,Schedule inspection,1,1,1,blue,blue,blue,1,1,1
53 1645,33.88666667,-118.1016667,HWB7,1966,conventional,479,0.1439,0.1312,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999997062,4.976989219993763e-14,2.441047352913015e-13,2.1321406550961314e-25,9.292431343933647e-18,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1646,33.89333333,-118.1016667,HWB7,1966,conventional,555,0.1419,0.1319,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999966664,4.1912179364091077e-13,2.9141793600157545e-12,1.71676710404396e-24,2.2251265792481644e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1647,33.89666667,-118.1016667,HWB5,1966,conventional,555,0.1419,0.1319,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999994868183,3.438712343313385e-12,5.090241129543478e-10,1.380975324151822e-19,7.186577044616061e-13,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1648,33.90166667,-118.1016667,HWB5,1966,conventional,536,0.1419,0.1319,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999994271549,5.0840434129392145e-12,5.672122316553809e-10,1.8309083101942184e-19,5.488062314027571e-13,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1650,33.91,-118.1016667,HWB5,1966,conventional,482,0.1401,0.1355,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.999999999546682,1.5621062713999928e-11,4.374719975383256e-10,2.276245197216523e-19,2.2493546262593795e-13,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1651,33.91666667,-118.1033333,HWB7,1966,conventional,500,0.1401,0.1355,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999973708,4.952775597683157e-13,2.1339513483069998e-12,2.035704398194808e-24,3.9185144284962536e-17,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1652,33.92333333,-118.1033333,HWB7,1966,conventional,588,0.1401,0.1355,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.999999999968189,6.147120979656117e-12,2.566318220558673e-11,1.1106566815727368e-23,7.151757926806931e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1653,33.925,-118.1033333,HWB7,1966,conventional,567,0.1401,0.1355,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999798421,3.584543576381431e-12,1.6572915583291656e-11,9.953142323009812e-24,3.764664485747642e-16,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1654,33.93,-118.1016667,HWB4,1966,conventional,515,0.13,0.14,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999691478086,2.347621192152057e-10,3.0602692468895364e-08,1.9957656243308385e-16,1.4736540501679935e-11,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1655,33.935,-118.0983333,HWB16,1965,conventional,85,0.13,0.14,none,0.0,Safe,No action needed,0,none,0.0,0.9900991407799075,0.00990085922009253,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999993962974824,6.035118182048397e-07,1.906996706744117e-10,9.46219677245655e-22,3.575319428997282e-18,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1656,33.93833333,-118.0983333,HWB16,1965,conventional,390,0.13,0.14,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999560213556,7.57754360620419e-12,4.397002338106907e-08,2.398641747825954e-13,8.036153348726604e-13,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1657,33.94,-118.0933333,HWB7,1965,conventional,85,0.13,0.14,none,0.0,Safe,No action needed,0,none,0.0,0.995,0.005,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999999998,1.223866648293925e-16,5.0015698174442264e-18,2.9471008167205537e-35,2.2955320367999362e-29,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1658,33.93666667,-118.0933333,HWB5,1965,conventional,79,0.13,0.14,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.999999999996942,3.049671500976801e-12,8.507325812489058e-15,5.9815143184648974e-30,1.7630513114990948e-24,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1659,33.94166667,-118.0966667,HWB5,1965,conventional,61,0.1245,0.1446,none,0.0,Safe,No action needed,0,none,0.0,0.995,0.0,0.005,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999937559,6.23474785273035e-12,9.435468140334558e-15,2.551230492546006e-30,8.097302288140772e-25,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1660,33.94,-118.095,HWB6,1965,conventional,360,0.13,0.14,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999999977427,1.2011307137418414e-12,1.0563399365997249e-12,3.850919835265401e-24,1.947983500364396e-18,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1661,33.945,-118.0933333,HWB6,1965,conventional,515,0.1245,0.1446,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999995253084,7.057555297006947e-11,4.041035968672218e-10,6.956420808367707e-21,1.2416800368859382e-14,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1662,33.95,-118.09,HWB3,1965,conventional,488,0.123,0.1385,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.999999911959581,5.858933299381896e-11,8.797395273286201e-08,6.8647251240329085e-15,7.869996453683964e-12,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1663,33.96,-118.0833333,HWB5,1965,conventional,415,0.1394,0.1475,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999992650401,1.83341375652781e-10,5.516007798588913e-10,1.2853462723650808e-19,1.783657915320743e-14,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1664,33.965,-118.0816667,HWB4,1965,conventional,421,0.1394,0.1475,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999829340457,1.5844623807501976e-09,1.5480724731194786e-08,4.9577773659237125e-17,7.674912348156113e-13,Safe,No action needed,0,1,1,green,green,green,0,0,0
53 1665,33.96666667,-118.08,HWB4,1965,conventional,460,0.1394,0.1475,none,0.0,Safe,No action needed,0,none,0.0,1.0,0.0,0.0,0.0,0.0,Safe,No action needed,0,none,0.0,0.9999999630297043,1.1985846736365657e-09,3.576943670046894e-08,1.0332126285698381e-16,2.2741473585548562e-12,Safe,No action needed,0,1,1,green,green,green,0,0,0
